time,noise level,WindSpeed at 80m,Wind Direction,power out,Rotor Speed,pitch angle
1/1/2022 0:47,45.35830436,4,197.105246,166.6756,11.9117,-2.073
1/1/2022 0:48,45.14111848,6,197.1091187,153.5323,11.5889,-2.073
1/1/2022 0:48,44.55888667,5,197.1080351,134.7267,11.2506,-2.073
1/1/2022 0:48,44.43540659,5,197.1068359,87.6982,11.0924,-2.073
1/1/2022 0:48,44.86960243,5,197.1058056,123.4795,11.1465,-2.073
1/1/2022 0:48,44.79090878,4,197.109625,125.4088,11.1251,-2.073
1/1/2022 0:48,44.37563972,4,197.1071912,74.7195,11.0859,-2.073
1/1/2022 0:49,44.22076367,4,197.1096339,51.0876,11.1032,-2.073
1/1/2022 0:49,44.56948417,4,197.106001,38.0206,11.1043,-2.073
1/1/2022 0:49,44.97375554,4,197.1079995,20.7707,11.1042,-1.0243
1/1/2022 0:49,44.76343097,4,197.11038,26.1722,11.1159,-0.973
1/1/2022 0:49,44.7709584,4,197.1107353,21.3504,11.1085,-0.973
1/1/2022 0:49,44.63293895,3,197.1120498,12.5628,11.1081,-0.973
1/1/2022 0:50,44.5144513,3,197.1085769,5.3804,11.1087,-0.973
1/1/2022 0:50,44.54853605,3,197.1089588,-4.8134,11.108,-0.973
1/1/2022 0:50,44.0589172,3,197.108417,-8.4758,11.1064,-0.973
1/1/2022 0:50,43.79562688,4,197.1074666,-3.3404,11.1128,-0.973
1/1/2022 0:50,44.00564779,4,197.1081772,32.9483,11.1249,-0.973
1/1/2022 0:50,44.33784634,4,197.0951735,49.1324,11.1144,-0.973
1/1/2022 0:51,43.95414594,5,197.0789545,48.2645,11.1092,-0.973
1/1/2022 0:51,44.0236253,5,197.0252967,72.174,11.1241,-0.973
1/1/2022 0:51,43.98061054,5,197.0059866,59.3139,11.0965,-0.973
1/1/2022 0:51,44.26542689,4,196.9796684,67.2553,11.1197,-0.973
1/1/2022 0:51,44.08061934,4,196.9792599,93.8421,11.1215,-0.973
1/1/2022 0:51,44.10919547,4,196.9731933,85.3055,11.1033,-0.973
1/1/2022 0:52,43.99883418,4,196.9779009,79.0154,11.1098,-0.973
1/1/2022 0:52,44.37676229,4,196.9709905,109.7748,11.1253,-0.973
1/1/2022 0:52,44.31086397,4,196.9719586,123.8596,11.1124,-0.973
1/1/2022 0:52,43.86727819,4,196.9808143,101.0182,11.0894,-0.973
1/1/2022 0:52,44.06585259,5,196.9731844,89.6642,11.1134,-0.973
1/1/2022 0:52,44.53470229,5,196.9752184,98.3401,11.101,-0.973
1/1/2022 0:53,44.13074238,5,196.9788424,75.8336,11.1017,-0.973
1/1/2022 0:53,44.13122364,5,196.9711503,77.6882,11.1145,-0.973
1/1/2022 0:53,44.4899679,5,196.9798727,89.5602,11.1122,-0.973
1/1/2022 0:53,44.58580218,5,196.9731844,88.3995,11.1158,-0.973
1/1/2022 0:53,43.83442268,5,196.9744723,84.0983,11.1003,-0.973
1/1/2022 0:53,44.02194086,5,196.9743657,69.665,11.1014,-0.973
1/1/2022 0:54,44.14881632,6,196.9744901,84.8709,11.1239,-0.973
1/1/2022 0:54,44.36452595,5,196.9745434,85.7798,11.1048,-0.973
